"subject" "activityName" "time_or_freq" "accleration" "instrument" "jerk_measure" "Magnitude_measure" "mean_or_std" "axis" "Average"
30 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.990017564516129
9 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.9666604036
11 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.981607942075472
5 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.976530547272727
27 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.991292270714286
13 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.99368217
19 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.988576991369863
20 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.983565760757576
26 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.99329986051282
14 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.981920831111111
24 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.9892888075
2 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.989459107391304
22 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.984299609032258
8 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.986913610652174
1 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.987492994468085
23 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.986019630441176
18 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.992039060701754
16 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.991567867681159
17 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.9946131621875
15 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.989314359661017
2 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.983007923703704
3 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.960570921803279
20 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.963098911506849
7 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.978729082830189
27 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.98860681
30 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.972216728644068
4 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.975706723571429
12 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.975581439016393
5 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.965778920714286
19 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.985913722328767
21 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.979530485393258
13 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.988185112807018
10 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.968612135909091
8 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.990414086851852
11 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.993414564042553
9 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.971278823333333
24 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.981721691014493
22 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.978773000952381
18 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.990287933424658
28 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.971672796708861
6 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.975235677719298
17 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.992775377692308
16 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.991847149615385
14 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.980396601666667
23 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.984531642205882
15 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.986934133584906
29 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.994123423538462
26 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.991275662027027
25 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.989339890810811
1 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.995073759245283
30 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.980350748142857
27 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.987477465405405
14 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.973491388039216
28 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.98220590125
6 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.968619159473684
13 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.98707817516129
26 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.990410106973684
29 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.99254347826087
20 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.986213883088235
12 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.972820011166667
11 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.987122678245614
3 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.983122615967742
7 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.983560175384615
10 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.978904364137931
8 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.975959911481481
21 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.987061376777778
4 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.980079292592593
18 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.986641245846154
5 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.985625270384615
22 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.974126068055555
9 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.9686013042
25 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.976423984657534
19 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.985278006987952
23 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.987840852638889
24 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.988140517777778
16 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.989287359142857
1 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.9641607086
15 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.983949290694444
2 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.987250255833333
17 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "X" -0.983213244366197
7 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0431917460807018
21 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0148415165923077
18 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.320264113035714
11 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.170177403123729
20 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.255614062961569
22 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.213423556139739
26 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.271952157220339
6 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.0314450678263158
19 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.0854010732076923
14 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.353526894237288
29 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.155020660771698
27 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0655179027631579
4 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.2099000063
3 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.00561498755362069
30 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.289466095323077
13 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.0946741596910526
9 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.228380473480769
12 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.094056408433
1 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.106739857136
8 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.315883536479167
23 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0609753095355932
25 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.367760098378378
5 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0545213604089286
28 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.191757503603704
10 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.0484867672264151
24 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.294353545672414
15 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0606839140548148
16 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.433612657843137
2 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0153329520084746
17 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0470379377672131
3 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.268191523644068
1 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.381777065283019
21 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.261261053404255
23 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.380894442941176
13 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.319400410981818
20 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.255008282372549
22 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.106099613648095
4 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.314525030788462
12 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.335926381307692
9 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.590112916530612
7 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.53419130254902
11 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.437276328518519
2 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.243554146666667
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0169811409705882
25 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.638086010153846
5 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.105311152804255
18 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.585531432931034
15 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.330391429583333
26 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.420055781272727
8 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0700821464439024
27 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.450116431176471
14 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.371572473072222
16 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.417127012352941
28 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.349026567647059
24 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.535843319152542
17 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.365114263583333
29 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.408648946938776
10 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.202796129097872
19 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0131695876025
30 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.610826602
3 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.14772824006198
13 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.141775116319149
7 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.324378560319149
14 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.138737970022222
20 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.293119526444444
18 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.464546054727273
9 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.355981821428571
11 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.130443829826087
24 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.163626807636364
22 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.0270294444166667
19 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.349771285415897
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.341242392604167
15 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.00722860241119048
17 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.298931144913044
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.134580008877551
21 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.113161860322222
23 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.177697841296296
25 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.365719830448276
4 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.177202094317778
26 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.061537065488
5 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.0901720096791489
8 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.273943791773684
29 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.120381521220833
27 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.163243978431818
10 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.153355802565789
16 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.281507406948936
12 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.0515123126413043
28 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.00175391954565217
30 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.217432019258064
2 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" 0.0808333491276596
3 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.956461756730769
29 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.985493318833333
4 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.949293158
10 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.982045591111111
7 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.971814980208333
12 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.966538919607843
28 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.96399042625
6 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.946880042
21 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.980347168823529
25 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.984068025384615
30 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.981902116451613
9 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.9585229866
11 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.968421475660377
5 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.954464442045455
27 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.986083114
13 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.985908120408163
19 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.980999857671233
20 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.972776577272727
26 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.987754588717949
14 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.968943674259259
24 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.981550132794118
2 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.980804228478261
22 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.969776055483871
8 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.983038783478261
1 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.982513909574468
23 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.979564696911765
18 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.985694744385965
16 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.983230774492754
17 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.98991581109375
15 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.979713045932203
2 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.973520241111111
3 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.943948547213115
20 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.94047417890411
7 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.966850290188679
27 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.977605582
30 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.960442360508475
4 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.944075308928571
12 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.95666634442623
5 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.936202600714286
19 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.973588517808219
21 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.966024075955056
13 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.979412252631579
10 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.944847393636364
8 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.97858173
11 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.981185823617021
9 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.968234579555556
24 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.970228184202899
22 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.956169964285714
18 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.977179032191781
28 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.936991280253165
6 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.950681450350877
17 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.988200349487179
16 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.984236462179487
14 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.967830182166667
23 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.977157997794118
15 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.969934103584906
29 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.984782782307692
26 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.977354949459459
25 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.974029503513514
1 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.987018226792453
30 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.972434196714286
27 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.986116008783784
14 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.969113291372549
28 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.981117467
6 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.935717452807018
13 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.981394261612903
26 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.988238648552632
29 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.990468082753623
20 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.978451446764706
12 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.964703656833333
11 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.973486716315789
3 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.971044012741935
7 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.975886145
10 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.968120692241379
8 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.979170881666667
21 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.973164432777778
4 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.944366881666667
18 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.986210701230769
5 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.96624258
22 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.9589609575
9 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.966634136
25 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.948414293561644
19 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.975964111566265
23 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.989995616944444
24 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.984124532361111
16 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.986215013
1 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.9322178704
15 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.973215319722222
2 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.984987392916667
17 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Y" -0.978343915774648
7 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.190751539207018
21 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.443563412692308
18 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.664327149285714
11 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.747564612033898
20 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.427690451960784
22 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.343195610652174
26 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.396530418305085
6 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.608624354210526
19 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.227829841936346
14 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.528889535084746
29 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.529034897169811
27 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.417957993859649
4 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.772359087333333
3 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.543529108103448
